TEXT,MANUAL LABEL,AUTO LABEL
,0,0
"out suing for lawyer fees. Those fees can end up costing as much as the amount of the debt and rarely get paid off. I was overpaid by mistake and I am agreeing to return the amount over time. I would also like to remove anything about interest. Civitas would not have been able to get interest on the amount of the overpayment debt originally so I do not think that it should try to get interest from me after agreeing to repay it by agreement. On the statute of limitations sentence I donâ€™t really understand this because if I donâ€™t pay under this agreement I think youâ€™d have a long time to sue me for the payment but if you want it there Iâ€™ll compromise. Nothing contained in this Agreement prohibits any of the Parties from communicating with any government agency filing a complaint with a government agency or otherwise participating in any investigation or proceeding that may be conducted by any government agency. MY COMMENT: This is exactly one of the things which I wanted to stop from occurring. It does me no good to agree to repay money only to find out that Civitas can potentially report me to the police department for theft or something like that. There is no legal requirement that Civitas and its people file a complaint against me with a law enforcement agency or some government agency which will report it to a law enforcement agency. I cannot sign an agreement with this in it. The reason why I asked for the confidentiality provision is to prevent this. I want to avoid a situation where I sign this agreement pay Civitas the agreed initial sum and then monthly sums and can still potentially end up getting arrested because Civitas reports me to the Stateâ€™s Attorneyâ€™s office or anything like that. Thatâ€™s why I ask that the following changes must be included in the two paragraphs below. ### agrees that neither he nor his agents will disclose the terms of this Agreement to any third party specifically including without limitation any past present or prospective employee of the Company any customer of the Company or to any representative of any media. This Paragraph shall not apply to communications between ### and his spouse accountants and attorneys any disclosure or statement relating to any proceeding to enforce the terms of this Agreement or to a government agency or as expressly authorized by law or lawful process. The Company agrees that it will direct Lahari Goud and Kevyn ### that while they continued to be employed by the Company they will not disclose the terms of this Agreement to any third party specifically including without limitation any past present or prospective employee of the Company any customer of the Company or to any representative of any media. The Company agrees that it as a business entity and its executive staff including but not limited to Lahari Goud and Kevyn ### will not disclose the terms of this Agreement and the circumstances underlying it which led to the above described overpayment and repayment to any third party specifically including without limitation any past present or prospective employee of the Company any customer of the Company any representative of any media any persons making contact with the Company for work references for ### or to any government agency or department (except as legally required to do). This Paragraph shall not apply to communications between the Companyâ€™s accountants and attorneys or any disclosure or statement relating to any proceeding to enforce the terms of this Agreement or to a government agency or as expressly required authorized by law or lawful process. The Company shall not file any complaint or charges or initiate an investigation or legal process with any law enforcement agency or a government agency which would likely report to a law enforcement agency regarding the actions of ### in the overpayment repayment or failure to repay and by signing this agreement the Company agrees that it is not aware of any such complaints charges or investigations which have been initiated. ### acknowledges that the terms of this Agreement are reasonable in all respects and that he has voluntarily agreed to these terms. ### is free to avoid all responsibilities to the Company under this Agreement by paying the full amount of any remaining Overpayment due to the Company. Thank you###"""" NEXT """"### Another thought: I predict that they will have an issue with removing the part about lawyer fees if I fail to make a payment because it's supposed to serve as an incentive to not miss any payments. Is there an alternative we can propose as a similar sort of incentive? They could still take me to court under our most current draft of the agreement but if they have to cover their legal fees they probably would not think it would be worth it so could they see our latest proposal as a play to leave room for me to not pay the total amount in the future? Just trying to anticipate what their response may be. Thanks so much ######"""" NEXT """"I'm not sure what the alternative would be. They already indicated that if you miss one payment the whole deal is off and you will have to pay back everything in one lump sum immediately. That's a pretty big disincentive to not miss a payment. Maybe you could suggest that you will pay one-half of their attorneys fees subject to the court's approval of the reasonableness of the fees.Let me know what they have to say.###"""" NEXT """"Hi Steve I hope the start of your week is going well. Here's what Civitas sent me today including an attachment of their newest version of the agreement:--------AlexPlease take a look at the attached agreement.  I've added some of  your changes.  However I did keep the language around government agencies but added that this will only occur if payment is not made.  If payment is not made I don't believe that will be the case but if it does happen we may have to report it.I also changed the first payment from 6/### 6/25.Please let me know if you have any questions or concerns.Thanks--------I'm a bit surprised by the change in the language around the amount owed. They have gone from only mentioning the amount we agreed on ($24098.68) to saying that the overpayment amount is really $35022.89 (the amount the originally said I owed). I now realize this amount is likely their net cost (including taxes) but never did give a justification. Thanks for any insight and apologies that this is dragging on longer than I thought it would-- it seems like they are choosing to be quite difficult about this. Thanks again for everything Steve """" NEXT """"I agree it is surprising they would change the overpayment amount to $### instead of $24k especially without saying anything about the change. It seems pretty weasel-like to me. If a lawyer did this he could probably be called out for using """"sharp practices"""" (and not in a good way). It's significant though because they now want you to become responsible for repayment of the full amount of the """"overpayment"""" if you default so there's a big difference between ### 24. I think you should call them out on it and say something like """"We are so close to having an agreement and then you changed the amount of the overpayment to me from $24xxx [you fill in the exact amount] which you had previously agreed was the correct amount to $35xxx [you fill in the correct amount] which was the original incorrect amount. If we change this figure back again to the correct amount and add a few days for payment of the lump sum (because of the delays) then I think we will have a deal to be signed. """"I think it looks good. I know you're going to repay but the consequences of not doing so are substantial. I am out of the country right now on vacation but I still want to make sure to see this through so please let me know what they have to say.###"""" NEXT """"Hi ###I really appreciate you continuing to help even while on vacation! I brought up the issue with the different amounts and here's what they wrote:###Thank you for catching that - I have corrected it.  Please take a look and if it looks correct to you please sign it and return it.ThanksBesides the last sentence of the third paragraph which they seem to have forgotten to fix this looks good to me. Do you think I should just ask them to fix this sentence and then sign? Everything else seem okay to you?Thanks a ton ###"""" NEXT """"###I think you should leave that sentence in the third paragraph in. It actually works in your favor in the event they would ever try to get you to pay some of the amount they paid in taxes and it doesn't really hurt your position.Because I'm on vacation I don't have access to all the other drafts and my notes but I think this is everything we talked about. If there's anything else you remember let me know but I think this looks pretty good. I'd say it's good to sign and have them sign. When you give them the signed copy keep one copy for yourself and give them a letter asking them to sign and to then provide you with an original signed copy of the agreement as soon as possible. Tell them that as soon as you receive the fully signed agreement you will provide the lump sum payment. Then you should make arrangements to get the lump sum payment to them right away.I think I see a light at the end of the tunnel! Let me know if there's a problem. Otherwise I'll look forward to hearing that you've completed the deal! ### """" NEXT """"Did everything get signed? """" NEXT """"Hi ###Everything was signed finally. It took a few days to actually get the payment system set up (seems like theyâ€™re new to the service weâ€™re using bill.com so there was a bit of back of forth with that) and I submitted the first payment yesterday. Thank you a million times for all the help you gave me I donâ€™t know how to repay you for everything you did for me. I never mentioned this but I took the lsat earlier this year as Iâ€™m ### over possibly attending law school in the near future. I want to let you know that your incredible generosity has inspired me even more to be in a position to help others the way you have helped me. Thank you so much again ### Iâ€™ll never forget it. ###"""" NEXT """"It was my pleasure ###. I'm glad things worked out in the end. Lawyers love talking about how lawyering is a profession not a trade. When we get busy though too often it seems like we forget about the high goals of a profession and we just spend our time billing clients. So when we have a chance to assist someone it's something we should do. I was truly happy to help. Best of luck with your future plans. I hope everything goes great for you.###""""""",1,1
"START NEXT ""Your landlord cannot require you to move until a court orders you to move after a legal eviction court case. What is the reason the landlord is terminating your tenancy? If it is a reason that is not your fault you may have defenses to the eviction or you may be able to ask the court for more time to move.I would need to see your Section ###. If possible post a copy of the lease in your reply. Also post a copy of the notice your landlord sent you.Generally during the first year of a Section ###. After the first year the landlord can terminate the lease for ""other good cause"" which can include a business or economic reason. Needing the apartment for a family member can be considered other good cause. Your landlord must give a copy of the notice to the housing authority at he same time he gave the notice to you. If he didn't do that you should have a defense to the eviction and the court should dismiss the eviction case.Assuming that your landlord has the right under your lease to terminate the lease and that your landlord sent you the proper notice your landlord can start a summary process eviction once the notice to quit expires if you have not moved. You are not required to move until a court orders you to move in an eviction action. If your landlord starts an eviction you should file an answer stating any claims and defenses you have to the eviction. This would be considered a ""no fault"" eviction. Any claim you have against your landlord could be a defense to this type of eviction. The Housing Authority should continue to pay its share of the Section ###. You would only have to pay your share of the rent to the landlord.Landlords cannot refuse to accept Section ###. If your landlord is actually refusing to renew your lease because he doesn't want to rent to a Section ###. Even if you do not have any defenses to the eviction you can ask the court for time to move. The court can give you up to ### (### ###) to find another apartment so long as you are paying your rent and are making a good faith effort to find other housing. You should keep track of your housing search efforts. You should also continue to pay your rent if you expect to need time to move. If your landlord refuses to accept your rent keep a record of how you offered it and keep the money available in case you need it if you are not able to find another apartment and have to go to court for an eviction. More information about your rights and the eviction process is available at ### and ###You may be able to find legal representation through these sites:  Massachusetts Legal Resource Finder www.masslrf.org (gives contact information for free sources of legal aid including legal services programs nonprofits and court based programs) and Lawyer Referral Services ###"" NEXT ""You might be eligible for financial assistance to help you get a new apartment. The RAFT program can provide financial assistance for rent and moving expenses. You can find information about the RAFT program and how to apply here:### "" NEXT ""He is evicting us because he is selling the home the new buyers are not comfortable renting to section ### "" NEXT """"Not being comfortable renting to section ###"" sounds like refusal to accept Section ###. The complicating factor is that your current landlord is saying that it's the ""new buyers"" who don't want to rent to section ###. I don't know whether that would make the eviction by your current landlord illegal. It seems to me that could since your landlord is using this illegal discriminatory reason as his reason for evicting you. I suggest that you contact your local legal aid office and see if you qualify for representation. You can also contact your local fair housing program which I believe is ### """,0,0
"START NEXT ""You gotta be careful. If the loan is ### the COurt will not enforce it. BEWARE> ### p ### esq."" NEXT ""Thank you """,1,1
"START NEXT ""###Call the Attorney General's Consumer Protection division and ask for referrals.  ###-###.  The Higher Education Commission may be able to assist you. ###-###.Best Wishes!### ###""",0,0
START,0,0
START,0,0
"START NEXT ""They can't deny him access but they can limit his withdrawals to $###'t meeting his financial obligations.  He is likely participating in the Inmate Financial Responsibility Program which requires him to meet financial obligations including paying court fees.  If he doesn't comply there are numerous actions they can take including limiting the amount of money he can take out of his commissary account.The problem is that in order for him to show that his court fees have been paid they will accept only a receipt from the court to whom the money was paid.  I've attached a copy of a document from the Federal Bureau of prisons that states:      It is the inmateâ€™s responsibility to ensure staff are provided with a receipt to confirm a payment from a community resource. This receipt must be furnished prior to the first        of the month to ensure that they are credited like all other inmates. Cancelled checks or copies of court receipts are not sufficient documentation as they may be altered.            The original receipt will be photocopied for the file and the staff who verified the copy from the original will sign and date the copy.Apparently you've tried to get a copy of the receipt from the court but they will not provide to you as it is confidential information.  You attached a couple of photos but neither of them indicates how you made payment to the court - apparently it was by a ### sent to the court via UPS but there's no indication that you were the person who actually purchased the ### or if the ### that the court received identified you as the sender.  If you have a document that shows you as the person who sent the money I think the court would provide you with a receipt once you show that to them.Otherwise it would be up to ### to obtain the information.  He can contact the court directly (I'm not familiar with how difficult that would be for him to do) or he could talk to his Unit Counselor and ask that he or she contact the court and request a copy of the receipt of the payment that was made to them on ###.  I'm attaching pages from the La ### Inmate Orientation Handbook that are relevant.I hope this information is helpful.""",0,0
"START NEXT ""I would need to review copies of the summons and everything else you received to advise you fully. Given how old the debt is you may have a statute of limitations defense but I cannot tell for sure without seeing the documents. Can you make copies and upload them to this website?Also do you dispute the amount owed?""",0,0
START,0,0
START,0,0
"START NEXT ""Hi ###The law requires a detailed notice explaining how you caused a danger or created an unsanitary condition.  So the notice on your bedroom door is not good enough. You are probably at the hospital already today.  If you return home and your landlord has thrown your things out you should consider suing him in General Sessions Court for the rent you paid the damage to your property and the right to remain a tenant (if you still want to live with this person).  You could call Legal Aid at ###."" NEXT ""I didn't make it to the hospital. I know it's illegal And the lawyer I spoke with today on the phone said there was nothing I could do. """,0,0
"START NEXT ""The parenting time guidelines advise that if the child is taken out of state the other parent should be notified of the itinerary.  Otherwise you do not have much say about where he can take the children when they are in his care.  You could request a modification of parenting but are not likely to win the argument since he only has parenting time according to the MINIMUM guidelines.""",0,0
"START NEXT ""Hi I am ### S. ### and i am an attorney in Northwest ###. You file in the county that you currently reside. As to the second question getting him served will likely be best achieved by contacting that county's sheriff's office. It will cost about $###. If you have any contact information whatsoever or if you know someone who might know his whereabouts or his workplace that would help. """,0,0
START,0,0
"START NEXT ""also want to know if i can pay off bills"" NEXT ""### Thank you for your question. Medicaid will only allow you to have $######. So if you think you can spend all the money in less than a month on bills prepaid funeral new purchases then you will be able to receive the money. You will have to report to Medicaid how the money was spent. Otherwise if you cant spend all the money and you don't get it into a pooled special needs trust you will have a period of ineligibility for your benefits. - ### """,1,1
"START NEXT ""Yes you must report the amount of your personal injury settlement to Social Security timely. Be aware that if you do not make arrangements for the settlement money your assets will be above the countable income and resources limit for SSI ($###### $######) and it will adversely affect your SSI eligibility.I strongly recommend that you use your personal injury settlement and establish an irrevocable Special Needs Trust also known as a Supplemental Needs Trust for your sole benefit. A trust is a legal agreement between the grantor the person creating and funding the trust; the beneficiary the disabled person who will benefit from the trust disbursements; and the trustee the person who manages the trust on behalf of the beneficiary. This type of Special Needs Trust must be irrevocable and must contain a pay-back provision Medicaid The assets in a Special Needs Trust are not considered a countable asset in qualifying for government benefits. This type of trust ensures that the disabled person receives SSI subsidized housing and/or Medicaid benefits. While government benefits provide the basics for a special needs person a Special Needs Trust can help maintain quality of life and provide for needs other than food shelter and clothing. A Special Needs Trust will name successor beneficiaries who will receive the assets upon the disabled personâ€™s death. See https://www.ssa.gov/ssi/spotlights/spot-trusts.htm. One place that offers such a trust is The ### Family Trust. see https://www.###familytrust.com. You can also talk to your bank about setting up a trust. You can report the settlement check to Social Security after you establish a Special Needs Trust.In addition I would strongly recommnend that you establish a separate bank account for your SSI so that there is no co-mingling of the settlement money with the SSI. Use this account for direct deposit of SSI income only.""",0,0
START,0,0
START,0,0
"START NEXT ""### It appears Indiana does not have a specific minimum age to leave a child home alone. I've attached a leaflet prepared by Prevent Child Abuse Indiana to help you make an informed decision. Here is a link to the document.  https://www.in.gov/dcs/files/Home_Alone_Brochure.pdfPlease let me know if you have any questions. "" NEXT ""Are there any age standards when it comes to a older child babysitting a younger one? """,0,0
"START NEXT ""If you your husband and the children reside in ### then MS law controls and MS courts will have jurisdiction over parenting matters.  The following is the MS website: ###/""",0,0
"START NEXT ""###:  The ### notice is the first step the landlord must take in ###.  The ### ### usually longer.  If you REALLY have a place for ### you're in good shape.I am assuming you do NOT own the trailer.  If you do own it and you're in a trailer park there are additional legal protections you have that I won't discuss.Step ### ###.  There are very specific requirements under Maine law about this notice.  It must say you have the right to a court hearing.  It must say that municipal assistance will be accepted in payment.  If the grounds for the notice is that you haven't paid rent it must state the amount you are behind and it must state that you can stay if you pay the entire amount you owe before you go to court.  (If the ### the landlord can add in the court filing fee and sheriff service fee.)  If the notice doesn't state all these things correctly the judge will throw it out and the landlord has to start over.After the ### the landlord must serve you with a court action (an eviction complaint) and have it served on you by a deputy sheriff.  This must give you at least ###.  Often it's longer particularly in the more rural courthouses like ###.If you get served by the deputy you should contact Pine Tree Legal in ### (###) and see if they will help you at court.  Pine Tree does excellent work representing tenants like you.You can raise the bad condition of the trailer at court.  The judge may or may not decide the eviction is unfair if the trailer is bad enough.  Worst case is the landlord wins and you get ANOTHER ### ""Writ of Possession"" on you.  You have ### (and deputy) can physically remove you and your stuff.  Even if you don't show up at court the landlord still must wait this ###.At court you can try to make a deal with the landlord (or his lawyer) that you will agree they can have a judgment--and get the writ of ### long as they agree to give you some extra time in the trailer.  The advantage for the landlord in doing this is that (###) he doesn't have to worry about the judge throwing his case out over a technicality (the ### eviction notice didn't have all the right language for instance) and (###) he doesn't have to hang out at the courthouse for a few extra hours.In an eviction case at court the landlord can ONLY get a judgment kicking you out.  The landlord CAN NOT get a judgment that you have to pay him back rent.  Sometimes that means you can buy some extra time in the trailer by offering him some money even if it's not everything you owe.  (The landlord can still bring a separate small claims action to sue you for back rent and any damage claims he has.)If you're sure you are getting out you can just call up the landlord tell him you're plans and agree to get out by a certain date.  ### you both a lot of hassle.Pine Tree Legal should be able to help you.  Good luck.""",0,0
START,0,0
"START NEXT ""Yes you can keep your car.  I am not a bankrupty lawyer but I try to help people who are being bothered by collection agencies. I can also refer you to information about bankruptcy.For a free consultation call me at ### or email###""",0,0
"START NEXT ""Your feelings about this situation are understandable but it does not appear from what you say that the dentist committed fraud. Legally ""fraud"" does not mean simply giving false imformation.  Fraud means giving false information while knowing that it is false and intending to ### the person to whom it was given and the person to whom the information is given must be reasonable in relying on it.  I do not understand from your post that you believe the dentist knew the information was false or intended to ### you.Also it would be difficult to prove that your reliance on the dentist was reasonable.  The law considers you to know the terms of your own insurance.  It is not reasonable (says the law) to rely on someone else's statementa about the terms of your insurance when you are legally considered to know those terms yourself.  It might be different if you were seeking advice about the insurance from an insurance professional or the insurance company itself but the dentist is not an insurance professional.For these reasons on the facts you state I think you would have difficulty proving that the dentist defrauded you.""",0,0
"START NEXT ""###Contact the clerk of the court for the county or look on the county court website for further information. You will need to fill out the County Court papers where the child resides and file with that court. Your options are: (###) to e-file; or (###) to print out and file the documents. After talking with the clerk of the court you should have the necessary instructions to file your contempt petition. I'll leave this conversation open if you need further information or want to ask additional questions.""",0,0
START,0,0
"START NEXT ""Try contacting his former employers.  The HR department should be able to help you.  Good luck.""",0,0
"START NEXT ""Good afternoon:  You don't describe the nature of the living arrangements with Ms. ###.  Is there a lease agreement?  Does she pay rent?  If so when is the rent due?  Is she current in the rent payments?  Do you own the property or rent?  HUD has programs for both purchasers and renters.Please provide the answers to the above questions and more detail about the situation so that perhaps I can help you.This site is not designed for finding an attorney to file eviction papers.  It is more designed to provide you with the information and resources that will allow you to help yourself to accomplish your legal goals.  If you believe that you need further assistance and that you qualify contact the local legal aid office to determine whether they have either a staff attorney or a local volunteer who might be able to give you more in depth assistance."" NEXT ""I'm on section ### ###. I was trying to help a friend out  and this has trurned into wanting to fight and argu with me daily . there is no rent arrangements or lease. being of July ### P.D was called to have her removed. they stayed that if spends ###'s resencey. At this same time I was ### acted have V.A. to back this claim. she claimed in fear for her life this is my home and I need her to leave. for my mental state of PTSDlooking for a attorney to file eviction papers."" NEXT ""Thank you for the additional information.  Unfortunately you can not evict her.  Eviction is only applicable when you have a tenant who is renting.  Since there is no rent the statutes governing landlord/tenant do not apply.  Instead you need to pursue an ""Ejection"" action.  Here is the statute which governs the proceeding: http://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0###/0066/Sections/0066.021.htmlThe police are incorrect about residency under the law.  However it doesn't matter.  If the police won't assist you in removing her because they have a policy of that sort in their city or department then you will have to avail yourself of the ejectment proceedings in the circuit court of your county.Again this site is not the location to find an attorney to file suit.  Instead I urge you to contact your local legal aid office.Good luck.""",0,1
"START NEXT ""We are not part of Legal Aid.  Have you already contacted them in your county?You can certainly ask any questions here about the same or different issues but we just offer advice while Legal Aid can often offer more hands on help if you qualify so you might be better off dealing with Legal Aid if you are already working with them.""",0,0
"START NEXT ""Hi ### Can you supply me with some additional information? Can you let me know what type of business it is? How many employees? How many were laid off? What was your job? How did you come to volunteer? Why do you feel that it is important that you volunteer for your employer?And my next question is not about fraud but are you volunteering willingly or do you feel coerced?###"" NEXT ""Hello ###I'm an account manager and handle some B to B relationships for a telehealth company. There are currently only three full-time employees and we were all ### due to lack of work during this time. We fully expect to be asked to return to work when the crisis has passed but the founder is finding it very challenging trying to maintain operations (as might be expected) all by herself. She asked if we would willing to offer some time to assist with some tasks as a way to keep things going....not full time or anything but some assistance as we pivot to create a new business model for the new normal. She can't afford to pay us anything unless/until she gets the funding she applied for. Then it would be a moot point.I don't feel compelled to do this. I just want to be able to speak from an authoritative position as far as IL state law is considered when I let her know my answer. I won't compromise my integrity or break the law. It doesn't seem like I could answer no to the question ""have you worked in the last two weeks?"" if I was helping out in the ways I have described. Your thoughts? I hope that answers your questions.  :)### "" NEXT ""To further clarify I meant I couldn't answer no to the question of whether I had worked when certifying for the next two weeks of unemployment benefits.Thank you.### "" NEXT ""Hi ### If you consider the question as ""have you worked for pay in the last two weeks"" you could truthfully answer ""no."" I don't mean to coach you to be dishonest but my interpretation of the question ""have you worked in the last two weeks"" is that the state is trying to determine if you are receiving income from employment. As a volunteer you are not an employee or an independent contractor. The state is not interested in your volunteer work.If you indicate that you have worked (rather than looking at volunteer work as ""not working"") and answer ""yes"" then the next question asks how much you have made in the last two weeks. Your answer will be ""0."" This will not effect your benefits. According to Illinois Legal Aid Online you are allowed to earn up to 50% of your weekly unemployment benefits from a temporary part time job without any change to your benefits. See this link concerning working a temporary part time job. You may want to consider asking your boss for a small salary for your work rather than volunteering. Your answer to ""have you worked"" would then be ""yes."" You would have to be careful then not to make more than 50% of your weekly benefit in any week.Best wishes ###"" NEXT ""Hi ###Okay I understand. I just found out today that we just received the first part of the requested funds (the PPP part) but that as many other businesses are doing and I guess are allowed to do the company is going to use this as a way to dig out a bit by paying off some debt etc.Under these circumstances would your answer still be the same knowing that they have the PPP funding in hand but are not going to use it for salaries right now?Thanks### "" NEXT ""Hi ### Good question. The rules governing the PPP funds may still be evolving. I'm certainly not yet familiar with the ###. Certainly today if she does not maintain employee AND compensation levels she would not qualify for the loan forgiveness program. Might that change in the future? I don't know. Do I feel like what your employer is proposing is in the spirit of the program. Absolutely not. Is what she proposing illegal? Possibly. One of the certifications she would have made in the application to obtain the loan is ""The funds will be used to retain workers and maintain payroll or make mortgage interest payments lease payments and utility payments as specified under the Paycheck Protection Program Rule; I understand that if the funds are knowingly used for unauthorized purposes the federal government may hold me legally liable such as for charges of fraud."" If the debt she is paying off does not meet the above statement then she is committing fraud. Should you volunteer at her business knowing what she is doing? I wouldn't on principle but if you think your job might not exist to come back to later if you don't ### in desperate times sometimes call for desperate measures. Are you likely to be prosecuted for aiding and abetting her fraud if she is misusing the funds? Probably not. No guarantees here - I just can't imagine the government will pursue every wrongdoer in these situations and even if your employer is doing wrong and is eventually found out your role as a volunteer or employee who kept quiet in order to possibly keep her job in the future is really minor. Do you as an account manager have a duty to discover whether your employer is using the funds for an authorized purpose? No. If your title were different your duties to discover and report wrongdoing might be also.You may want to remind your employer that the The loan amounts will be forgiven as long as: ï‚· The loan proceeds are used to cover payroll costs and most mortgage interest rent and utility costs over the ###; and ï‚· Employee and compensation levels are maintained.   Maybe that is enough incentive to keep employees on the payroll at their regular salaries. ### judging from your questions you are very intelligent and have high moral standards. Also you are a laid off employee. If your boss is unwilling or unable to maintain her full time at their regular salaries now that she knows she has this loan and in accordance with the intention of the Paycheck Protection Plan you are still in the clear to work part time for her and collect your unemployment check as long as you keep an eye on your employment income so it doesn't interfere with your unemployment benefit as we discussed above. Volunteering for someone who now could hire you back but chooses not to doesn't sit right with me and judging from your questions it doesn't sit right with you either. But if you are a paid employee even part time then at least some of the funds are going toward the purpose of the program - to keep employees on the payroll.###"" NEXT ""Hi ###This is incredibly helpful. Your insight has allowed me to clear up any remaining doubts I may have had. I'll leave this open for a bit in case I have one more query. Thank you very much and thank you for the kind words.### "" NEXT ""### You are very welcome! ###""",1,1
"START NEXT ""Without knowing what the final Judgment of Divorce that you say was final on ### says it is impossible for any lawyer to advise you about what you can or cannot do.  I recommend that you contact an experienced family law attorney in Michigan to help you.  If you would like to meet with me for a free legal consultation please call me or my assistant ### at ###-###.  ### ###.""",0,0
"START NEXT ""### -I am happy to help you. When you say that your Landlord has not provided you a Lease does that mean you never signed one or just that you never received a copy of your signed Lease? In this situation a lease would likely govern what rights you have as Tenant to withhold Rent for certain material repairs. WIthout the lease for me to look at it would be difficult to provide sound advice. Because you live in a county with fewer than 75### the ### (Uniform REsidential Landlord Tenant Act) does not apply here so your local rules are going to govern. That said your Landlord does have obligations to provide a habitable enviornment. Minor disrepair may not render your environment inhabitable but things like structural damage mold leaking roofs etc. may trigger obligations from your Landlord. What I would like to be able to do is confirm that you have a valid Landlord-Tenant relationship by identifying the lease document. IF one does not exist that brings forth additional issues we should discuss.Thanks! "" NEXT ""He never provided me with a lease. He also informed me that payment of rent would get me a lease so I gave him $###'s name and said that I have ###. There are holes in the floors the house is leaning to one side animals in the walls plug ins do not work toilet and bathroom sink leak nonstop breakers blow a lot I've spent a lot of time cleaning mold out of my bathroom etc."" NEXT ""### - Thank you for your response. If there is no lease document as you explain there is not then you have no contractual obligations to each other. WIthout a document that explains what rent is owed when and what happens in the case of disrepair then there is nothing to enforce.  If the conditions are this bad and you have the ability to relocate it sounds like that might be the best approach and start exploring alternate living arrangements. I want to emphasize that if a valid lease exists then the situation is completely different. If for whatever reason you feel you're in danger from the landlord personally please contact local personnel to assist you.  "" NEXT ""I no longer have the money to relocate because he took my money and then told me to move."" NEXT ""You could consider trying to get your money back through the proper legal channels. It sounds like this person promised you something in return for your money that he did not provide you. If he is holding himself out as a landlord without providing leases to his tenants and collecting money from them then there is a bigger issue that needs to be reported. Under no circumstances should you have had to pay $###. Under a valid Landlord and Tenant relationship you would ahve been presented with a document for you to read and agree to certain terms and conditions and sign. There are sometimes deposits or fees as that are due at the time of entering a lease but that doesn't sound like it is the case here. Here it sounds like there is no lease at all. You do not technically owe rent to anyone without a written document. Do you have any pictures of the space? "" NEXT ""I can take some.""",0,0
"START NEXT ""For clarification you should understand that there is no longer any such thing as ""custody""  or ""50/###"" under Illinois law.  The law now refers to parental responsibility which is the right to make certain important decisions for the child and parenting time which is how much time the child spends with each parent.Child support is no longer calculated by a percentage of the noncustodial parent's income according to the number of children (the 28% you refer to).  Instead child support is calculated according to the net income that each parent has and how many nights the child spends with each parent.  Without these figures it is not possible to calculate child support.  Nor is it true that equal parenting time ""negates"" monetary child support (nor has that ever been true).What percentages of home equity and retirement accounts you would receive in the divorce depends on what the judge would award or what the parties agree upon.  It is not necessarily 50%.  It could be more or less depending on the existence of other assets (or debts) and circumstances of the individual case.By statute an inheritance is a non-marital asset not subject to division in a divorce.Your husband is either ignorant concerning divorce law or not being honest with you.  In either event you should have your own lawyer the more so since he is being represented.""",0,0
"START NEXT ""###I reviewed your case in the Maryland Judiciary Case Search.  I do not understand why the father is not paying child support.  Did you consent to that arrangement?  To answer your question any change to the court order would require you to file to modify the order and return to court.  You can speak with an attorney in the St. ### County Self-Help Center for free.  Call 30###-### press ###.  They should be able to assist you with filing the modification and getting service.  You should also ask about requesting child support.  I will leave your case open if you need additional referrals.### ###""",0,0
START,0,0
"START NEXT ""Hi!Sorry to hear that! Because this platform is only for general advice and I think you need full representation free of charge I suggest you fill out client intake form with LHOC here: www.cvls.org/lhoc/clientintake They are a special legal clinic founded during Covid-###.I will be closing the case here then!""",0,0
"START NEXT ""Hi ###I hope this is not too late but yes you can transfer the case to Lake County if everyone lives in Lake County. You will need to make a motion to the court to transfer the venue of the case to Lake County. You can do this by a written motion or just asking the judge at your hearing--the judge may not require it to be in writing.If the judge says you need a written motion just message back and we will help you with it.Please let me know if you have any other questions."" NEXT ""I asked on ###th my last court date. My current attorney said no. Should I still go and ask a judge?"" NEXT ""I'm sorry I don't understand. You asked your attorney at the last court date and your attorney said you could not change the venue? I don't understand why your attorney would say that. Can you explain more?If you have an attorney he or she probably has more information than I do and can make a better judgment about why the case needs to stay in the county where it is."" NEXT ""Case ####.I do have an attorney on file but since I can't afford paying more an attorney refuses to do anything in my case. I said I was not happy with his service and he waisted too much time on my case without accoplishing anything. He promissed to widthdraw by Monday if I don't pay. I asked if hhe at least would be able to transfer my case to the Lake county and he said no"" NEXT ""Oh I understand. The attorney will not file a motion to transfer venue because he has not been paid. Ok that has no bearing on whether or not you are allowed to change the venue.  You are correct then: you will just need to ask the judge. As I mentioned before you may need to file a written motion but you can make an oral motion to the judge. Just explain that everyone lives in Lake County now and so we need to move the case.""",0,0
"START NEXT "" In general you are correct. I would advise though that if you have a custody order from the court that you read it regarding this issue. If he continues to deny you the opportunity for childcare you will need to file a motion with the court. Unless there is something stated otherwise in the custody order the other parent has the first right of refusal. I would advise that you speak with an experienced family law attorney about how to file in court. You can also consult Indiana legal services as they may be able to help as well. I hope that helps""",0,0
START,0,0
